country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Ecuador,ECU,2021-03-20,,,,,4759.0,,,,270.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-03-21,178970.0,140765.0,38205.0,,5528.0,1.01,0.8,0.22,313.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-03-22,,,,,5632.0,,,,319.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-03-23,182261.0,143614.0,38647.0,,4968.0,1.03,0.81,0.22,282.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-03-24,191179.0,152526.0,38653.0,8918.0,5342.0,1.08,0.86,0.22,303.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-03-25,,,,,7271.0,,,,412.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-03-26,230770.0,172413.0,58357.0,,9199.0,1.31,0.98,0.33,521.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-03-27,235000.0,174642.0,60358.0,4230.0,8904.0,1.33,0.99,0.34,505.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-03-28,,,,,8709.0,,,,494.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-03-29,244866.0,182329.0,62537.0,,9179.0,1.39,1.03,0.35,520.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-03-30,,,,,10765.0,,,,610.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-03-31,,,,,11311.0,,,,641.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-04-01,283106.0,204902.0,78204.0,,10304.0,1.6,1.16,0.44,584.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-04-02,,,,,8332.0,,,,472.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-04-03,,,,,8583.0,,,,486.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-04-04,301069.0,211720.0,89349.0,,8734.0,1.71,1.2,0.51,495.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-04-05,335093.0,228504.0,106589.0,34024.0,12890.0,1.9,1.3,0.6,731.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-04-06,356783.0,244159.0,112624.0,21690.0,14167.0,2.02,1.38,0.64,803.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-04-07,,,,,12809.0,,,,726.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-04-08,363255.0,250631.0,112624.0,,11450.0,2.06,1.42,0.64,649.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-04-09,,,,,17323.0,,,,982.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-04-10,457460.0,274160.0,183300.0,,23197.0,2.59,1.55,1.04,1315.0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Egypt,EGY,2021-01-24,0.0,,,,,0.0,,,,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,2021-01-25,,,,,219.0,,,,2.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,2021-01-26,,,,,219.0,,,,2.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,2021-01-27,,,,,219.0,,,,2.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,2021-01-28,,,,,219.0,,,,2.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,2021-01-29,,,,,219.0,,,,2.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,2021-01-30,1315.0,,,,219.0,0.0,,,2.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,2021-01-31,,,,,517.0,,,,5.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,2021-02-01,,,,,816.0,,,,8.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,2021-02-02,,,,,1114.0,,,,11.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,2021-02-03,,,,,1412.0,,,,14.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,2021-02-04,,,,,1711.0,,,,17.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,2021-02-05,,,,,2009.0,,,,20.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,2021-02-06,,,,,2307.0,,,,23.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,2021-02-07,,,,,2307.0,,,,23.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,2021-02-08,,,,,2307.0,,,,23.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,2021-02-09,,,,,2307.0,,,,23.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,2021-02-10,,,,,2307.0,,,,23.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,2021-02-11,,,,,2307.0,,,,23.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,2021-02-12,,,,,2307.0,,,,23.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,2021-02-13,,,,,2307.0,,,,23.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,2021-02-14,,,,,2307.0,,,,23.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,2021-02-15,,,,,2307.0,,,,23.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,2021-02-16,,,,,2307.0,,,,23.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,2021-02-17,,,,,2307.0,,,,23.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,2021-02-18,,,,,2307.0,,,,23.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,2021-02-19,,,,,2307.0,,,,23.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,2021-02-20,,,,,2307.0,,,,23.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,2021-02-21,,,,,2307.0,,,,23.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,2021-02-22,,,,,2307.0,,,,23.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,2021-02-23,,,,,2307.0,,,,23.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,2021-02-24,,,,,2307.0,,,,23.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,2021-02-25,,,,,2307.0,,,,23.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,2021-02-26,,,,,2307.0,,,,23.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,2021-02-27,,,,,2307.0,,,,23.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
Egypt,EGY,2021-02-28,,,,,2307.0,,,,23.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,https://www.youm7.com/story/2021/4/4/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-148-%D8%A3%D9%84%D9%81%D8%A7-%D9%88987-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A9-%D8%AA%D9%84%D9%82%D9%88%D8%A7-%D9%84%D9%82%D8%A7%D8%AD/5268439
